title;description;status;year;jurisdiction;source;datePromulgated;yearEnded;learnMore;learnMoreLanguage;dateModified;countries;states;technologies;tags;policyType
Smart metering deployment ordinance;<div>This ordinance (no. 231/2013) approves the functional and technical requirements of smart meters and mandates biannually economic assessment of smart meters implementation to be carried out by the Energy Services Regulatory Authority (ERSE). The ordinance doesn't explicitly set plans/targets of smart meters rollout.</div>;In force;2013;National;International Energy Agency;;;https://dre.pt/pesquisa/-/search/498106/details/maximized;;1,62368E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Digital technologies and systems"",""Smart meters""]";[];[]
Technological Free Zones for Clean Energy;<p>The Technological Free Zones (ZLTs) aim to test innovative technologies, products, services in a real or quasi-real environment corresponding to the concept of regulatory sandbox. Under the framework, National Innovation Agency (AgÍncia Nacional de InovaÁ„o, ANI) plans to create three ZLTs focusing on generating clean and renewable energy: offshore oceanic energy, onshore energy, and a combination of agriculture an energy for each zone.†By the end of 2021, the Government will establish the innovation-friendly legal framework for the zones in partnership with municipalities.</p>;In force;2021;National;International Energy Agency;;;https://www.ani.pt/pt/valorizacao-do-conhecimento/interface/zonas-livres-tecnol%C3%B3gicas/;Portuguese;1,64805E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Wind offshore"",""Wind onshore"",""Wind"",""Electricity generation and CHP technologies"",""Transport technologies"",""Digital technologies and systems"",""Vehicle type""]";"[""Government Energy Spending"",""Covid-related""]";"[{""topic"":""Technology R&D and innovation"",""family"":""Prescriptive"",""name"":""Regulation"",""category"":""Regulatory Sandboxes""}]"
Support for the acquisition of electric buses for Lisbon and Porto ;<div>The purchase of 193 new electric buses and the installation of 136 charging stations for clean public transport fleets was approved by the government. The 32 projects that were approved by the Operational Program for Sustainability and Efficiency in the Use of Resources (PO SEUR), managed by the Ministry of Environment and Climate Action, mobilize a total of EUR 50.9 million euros of community funds for the acquisition of these buses that will provide services outside the metropolitan areas of Lisbon and Porto.<br><br>The winning applications include companies that provide public transport services in Guimar„es, Braga, Coimbra, Aveiro and Faro. But applications from territories with lower population density were also approved, such as Fornos de Algodres, AlmodÙvar, Castro Verde or Vila Velha de RÛd„o.†<br><br>These projects will allow an estimated annual reduction of 8 271 tons of carbon dioxide.</div>;Announced;2022;National;International Energy Agency;;;https://www.portugal.gov.pt/pt/gc22/comunicacao/comunicado?i=apoiada-a-aquisicao-de-mais-193-autocarros-eletricos-fora-das-areas-metropolitanas-de-lisboa-e-do-porto;;1,64805E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Electric charging infrastructure""]";"[""Government Energy Spending""]";[]
March 2022 New measures to offset rising energy prices;<div>In March 2022, the Portuguese government enacted the following measures to tackle soaring energy prices:</div><ul><li>Maintain, until June 30, 2022, the Tax on Petroleum Products (ISP) refund mechanism of the value of the increase in VAT revenue resulting from the increase in fuel price.</li><li>Maintain, until the end of June 2022, the suspension of the increase in the carbon tax.</li><li>Increase, during the month of March, the value of the AUTOvoucher from EUR 5 to EUR 20 per beneficiary.</li><li>Increase subsidies to public transport sector.</li><li>Allocated EUR 150 million from the Environmental Fund into the national electricity system to lower the network access tariff, which is sometimes responsible for half of what is paid by families and companies.</li></ul>;Ended;2022;National;International Energy Agency;;2022;https://www.portugal.gov.pt/pt/gc22/comunicacao/noticia?i=novas-medidas-para-compensar-aumento-dos-precos-da-energia;;1,71164E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];[];"[""Price crisis response""]";[]
New measures to contain the rise in energy and agri-food prices;<div>In April 2022, the Portuguese government enacted new measures to contain energy and food prices:†<br><br></div><ol><li>Temporary reduction of the Tax on Petroleum Products (ISP) equivalent to the reduction of VAT from 23% to 13%.</li><li>Suspension of the increase in the carbon tax will be extended until December 31.</li><li>Subsidy to companies suffering from increase in gas costs (30% of the increase in gas price up to EUR 400,000 per company).</li><li>Agricultural sectors: Temporary VAT exemption for fertilizers and feed, and support credit line from treasury.</li><li>Liquidity measure for manufacturers from treasury.</li><li>For vulnerable families: extending the support measures for the price of gas cylinders to minimum social benefits. †</li></ol><div>These were initially presented on 11th April 2022. The Council of Ministers later approved them through the XXIII State Budget 2022 on 29th April 2022.†</div>;Ended;2022;National;International Energy Agency;2022-04-29;2022;https://www.portugal.gov.pt/pt/gc23/comunicacao/noticia?i=primeiro-ministro-anuncia-novas-medidas-para-conter-precos-energeticos-e-alimentares;;1,71164E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];[];"[""Price crisis response""]";[]
Price control in the Iberian Electricity Market (MIBEL);"<div>In May 2022, the Portuguese and Spanish Council of Ministers simultaneously approved a one-year price mechanism for reducing wholesale electricity prices on the Iberian Electricity Market (MIBEL).†<br><br>The ""Iberian Mechanism"" aims at limiting the cost of fossil-fuel plant power production. Electricity producers are compensated for the difference between market prices for natural gas and a gas price cap. This cap is set at EUR 40/MWh in the first 6 months, before its level increases by EUR 5 per month, eventually reaching EUR 70/MWh .<br><br>The European Commission approved in June this exceptional and temporary measure.†<br><br><br><br><br></div>";In force;2022;National;International Energy Agency;2022-06-08;2023;https://www.portugal.gov.pt/pt/gc23/comunicacao/noticia?i=governo-aprova-limite-do-preco-de-gas-para-producao-de-eletricidade;;1,68362E+12;"[{""iso3"":""PRT"",""name"":""Portugal""},{""iso3"":""ESP"",""name"":""Spain""}]";[];"[""Electricity generation and CHP technologies""]";"[""Price crisis response""]";[]
Support for gas-intensive industries;"<div>As part of its April 2022† ""New measures to contain the rise in energy and agri-food prices"" enacted in response to the global energy crisis, the Portuguese government set up a support programme covering 30% of the difference between the energy costs incurred in 2021 and those incurred in 2022, with a maximum support limit of EUR 400,000 per company.†<br><br>Among other conditions for access, companies must have their main economic activity in a sector or sub-sector identified in Ministerial Order 140/2022 and Rectification Statement 15/2022 or in the manufacturing industrial sector (CAE 10 to 33), provided a declaration signed by a certified accountant responsible for the company's accounts demonstrating that it is an energy-intensive company.<br>†<br>An ""energy-intensive business"" is defined as one whose purchase costs for energy products and electricity amount to at least 3.0% of the production value or for which the national energy tax payable amounts to at least 0.5% of the added value.</div>";Ended;2022;National;International Energy Agency;2022-04-29;2022;https://www.iapmei.pt/NOTICIAS/Programa-Apoiar-Gas-com-candidaturas-abertas.aspx;;1,68183E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Industry sector-specific processes and technologies""]";"[""Price crisis response""]";"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
Reduction in electricity grid access tariffs ;<div>In response to the global energy crisis, the Portuguese government implemented in September 2021 a reduction in electricity grid access tariffs. The decision is meant to avoid any increase in the price of electricity for domestic consumers in the regulated market in 2022, and to implement a reduction of at least 30% in the tariff for access to electricity networks for industries.<br><br>The scheme is funded by the Environmental Fund.<br><br></div>;Ended;2022;National;International Energy Agency;;2022;https://www.portugal.gov.pt/pt/gc22/comunicacao/noticia?i=preco-da-eletricidade-nao-sobe-no-mercado-regulado-em-2022-afirma-ministro-do-ambiente-e-da-acao-climatica;;1,6837E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];[];"[""Price crisis response""]";"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
Targeted energy affordability support for the agricultural sector;"<div>As part of its April 2022 package ""New measures to contain the rise in energy and agri-food prices"" enacted in response to the global energy crisis, the Portuguese government implemented targeted support for the agricultural sector, in the form of :†<br><br></div><ul><li>Electricity subsidies covering of up to 20% of electricity costs from January 2022-December 2022;</li><li>A reduction of Tax on Petroleum and Energy Products (ISP) on Agricultural diesel by 0.34 Ä/L, from March to December 2022, which was later extended in 2023</li><li>A VAT exemption on animal feed and fertilizers; and</li><li>Accruals from the Wage Compensation Fund to support increases in production costs in the fisheries sector.</li></ul>";In force;2022;National;International Energy Agency;2022-04-20;2022;https://www.portugal.gov.pt/download-ficheiros/ficheiro.aspx?v=%3d%3dBQAAAB%2bLCAAAAAAABAAzNDI3NwIAoFS1eQUAAAA%3d;;1,68365E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Diesel"",""Petroleum"",""Bio-based chemicals"",""Fuel oil""]";"[""Price crisis response""]";"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
Subsidies for solar panel installation in the agro-industry;"<div>As part of its April 2022 ""New measures to contain the rise in energy and agri-food prices"" package enacted in response to the global energy crisis, the Portuguese government implemented the following measures:<br><br></div><ul><li>Subsidies for the installation of photovoltaic panels for agribusiness, agricultural exploitation, and hydro-agricultural development businesses (up to EUR 200,000 per company);</li><li>A reduction of the minimum rate of VAT on electrical equipment (to 6%) for the agro-industrial sector; and†</li><li>Efforts to streamline the licensing of solar panels.</li></ul><div><br></div>";In force;2022;National;International Energy Agency;2022-04-29;2023;https://www.portugal.gov.pt/download-ficheiros/ficheiro.aspx?v=%3d%3dBQAAAB%2bLCAAAAAAABAAzNDI3NwIAoFS1eQUAAAA%3d;;1,68365E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Solar PV""]";"[""Price crisis response""]";"[{""topic"":""Power"",""family"":""Economic"",""name"":""Power generation spending programmes"",""category"":""Solar PVs""}]"
Freezing of urban travel pass prices for 2023;<div>In response to the global energy crisis, the Portuguese government decided to freeze the prices of urban travel passes from January to December 2023. The measure applies to Urban Pass Holders and CP travel users (for regional and long distance journeys).</div>;In force;2023;National;International Energy Agency;2022-09-06;2023;https://www.portugal.gov.pt/download-ficheiros/ficheiro.aspx?v=%3d%3dBQAAAB%2bLCAAAAAAABAAzNDY0MwUAlev7QgUAAAA%3d;;1,67028E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Transport technologies""]";"[""Price crisis response""]";"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
Electricity VAT reduction;<div>In response to the global energy crisis, the Portuguese government enacted a 7% electricity VAT reduction (from 13% to 6%), for electricity consumption levels up to 100 kWh/month (or 150 kWh in large families) from October 2022 until end 2023.†<br>The reduction is applicable to consumers with contractual arrangements under 6,9 kVA.</div>;In force;2022;National;International Energy Agency;2022-10-01;2023;https://www.portugal.gov.pt/download-ficheiros/ficheiro.aspx?v=%3d%3dBQAAAB%2bLCAAAAAAABAAzNDY0MwUAlev7QgUAAAA%3d;;1,6837E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Electricity generation and CHP technologies""]";"[""Price crisis response""]";"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
Families First Price Rise Response Program;<div>In response to the global energy price crisis, the Portuguese government enacted a EUR 2.4 billion package of household-oriented support measures, of which EUR 612 million are aimed at cushioning rising energy prices by:<br><br></div><ul><li>Freezing of urban travel pass prices for 2023.</li><li>reducing VAT on electricity by 7% (from 13% to 6%).</li><li>Extending the reduction of the excise tax on petrol (- EUR 0.3/ L).</li></ul><div><br></div>;In force;2022;National;International Energy Agency;2022-09-06;2023;https://www.portugal.gov.pt/download-ficheiros/ficheiro.aspx?v=%3d%3dBQAAAB%2bLCAAAAAAABAAzNDY0MwUAlev7QgUAAAA%3d;;1,68362E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Petroleum"",""Electricity generation and CHP technologies""]";"[""Price crisis response""]";[]
Continuation of the reduction of the Tax on Petroleum and Energy Products (ISP);"<div>As part of its April 2022 ""New measures to contain the rise in energy and agri-food prices"" package, the Portuguese government extended its temporary reduction of the Tax on Petroleum Products (ISP) for gasoline and diesel, until the end of 2022 before being gradually phased out in 2023.<br><br>The tax reduction corresponds to a 10% VAT reduction (from 23% to 13%), and is applicable to gasoline and diesel.</div>";Ended;2022;National;International Energy Agency;2022-04-29;2022;https://www.portugal.gov.pt/download-ficheiros/ficheiro.aspx?v=%3d%3dBQAAAB%2bLCAAAAAAABAAzNDI3NwIAoFS1eQUAAAA%3d;;1,68371E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Diesel"",""Petroleum""]";"[""Price crisis response""]";"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
Extension of the carbon tax suspension;"<div>As part of its March 2022 ""New measures to offset rising energy prices"" enacted in response to the global energy crisis, the Portuguese government extended the suspension of the carbon tax increase on fuels, set to expire on 31 March 2022, until 30 June 2022. A quarterly revision is then planned until the end of the year. The decision results in a EUR 0.05/L. effective reduction in fuel prices.<br><br>In July 2022, the suspension was further extended to Q4 2022.†<br><br></div>";In force;2022;National;International Energy Agency;2022-03-11;2022;https://www.portugal.gov.pt/pt/gc22/comunicacao/noticia?i=novas-medidas-para-compensar-aumento-dos-precos-da-energia;;1,71164E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Diesel"",""Petroleum""]";"[""Price crisis response""]";"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
Support for low-income households;"<div>As part of its April 2022 package (""New measures to contain the rise in energy and agri-food prices""), the Portuguese government made available financial support to an increased number low-income households. Gas cylinder purchase is notably subsidised under the scheme, at EUR 10 for 3 month.</div>";In force;2022;National;International Energy Agency;2022-04-29;2022;https://www.portugal.gov.pt/download-ficheiros/ficheiro.aspx?v=%3d%3dBQAAAB%2bLCAAAAAAABAAzNDI3NwIAoFS1eQUAAAA%3d;;1,67028E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Gas cook stoves"",""Gas boilers (domestic)""]";"[""Price crisis response""]";"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
Liquidity support for manufacturing companies;"<div>As part of its April 2022 package (""New measures to contain the rise in energy and agri-food prices"") enacted in response to the energy price crisis, the Portuguese government set up a financing facility to cover companies' liquidity issues and production cost increase from March to December 2022.<br><br></div>";In force;2022;National;International Energy Agency;2022-04-29;2022;https://oe2022.gov.pt/wp-content/uploads/2022/05/OE2022_abril_Site_vf.pdf;;1,67028E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Industry sector-specific processes and technologies"",""Manufacuturing technologies and systems""]";"[""Price crisis response""]";"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
AUTOvoucher discount programme;"<div>As part of its October 2021 ""Extraordinary package of measures on fuels"", the Portuguese government implemented a EUR 0.10/litre transport fuel subsidy (with a maximum of 50 litres/month) from November 2021 to March 2022. The subsidy is distributed directly in participating gas station : consumers using an eligible bank card see the AUTOvoucher benefit credited to their bank account.<br><br></div>";Ended;2021;National;International Energy Agency;2021-11-01;2022;https://www.portugal.gov.pt/pt/gc22/comunicacao/noticia?i=governo-vai-aprovar-pacote-extraordinario-de-medidas-sobre-os-combustiveis;;1,68183E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Diesel"",""Petroleum""]";"[""Price crisis response""]";"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
October 2021 Extraordinary package of measures on fuels;"<div>In response to the energy price crisis, the Portuguese government enacted in October 2021 an ""Extraordinary package of measures on fuels"" encompassing the following temporary measures :<br><br></div><ul><li>a temporary reduction of the Tax on Petroleum Products (ISP) applicable to gasoline and diesel.†</li><li>a AUTOvoucher discount: Fuel subsidy of EUR 0.10/litre (maximum of 50 litres/month) at gas stations.†</li><li>the suspension of the planned carbon tax increase on fuels.†</li><li>a subsidy to road passenger transport operators (buses and taxis), equivalent to EUR 0.10/litre (maximum of 50 litres/month). †<br><br></li></ul><div>In addition, targeted, permanent measures were implemented for the road freight sector from November 2021:</div><ul><li>an extension of the 50% reduction in the Single Circulation Tax (IUC) for road transport of goods.</li><li>an extension of the 20% increase in Corporate Income Tax IRC on the purchase of fuels.<br><br></li></ul>";Ended;2021;National;International Energy Agency;2021-10-22;2022;https://www.portugal.gov.pt/pt/gc22/comunicacao/noticia?i=governo-vai-aprovar-pacote-extraordinario-de-medidas-sobre-os-combustiveis;;1,71164E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Diesel"",""Petroleum""]";"[""Price crisis response""]";[]
Temporary reduction of the Tax on Petroleum Products (ISP);"<div>As part of its October 2021 ""Extraordinary package of measures on fuels"" enacted in response to the global energy crisis, the Portuguese government implemented a temporary reduction of the Tax on Petroleum Products (ISP) for gasoline and diesel from 16 October 2021 to the end of January 2022. Through this measure, the ISP rate for gasoline is reduced by 2 cents per litre and by 1 cent per litre for diesel.<br><br></div>";Ended;2021;National;International Energy Agency;2021-10-16;2022;https://www.portugal.gov.pt/pt/gc22/comunicacao/comunicado?i=governo-devolve-90-milhoes-de-euros-de-receita-de-iva-dos-combustiveis-aos-contribuintes;;1,6837E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Diesel"",""Petroleum""]";"[""Price crisis response""]";"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
Increase in AUTOvoucher discount programme;"<div>As part of its March 2022 package entitled ""New measures to offset rising energy prices"", enacted in response to the global energy crisis, the Portuguese government increased its EUR 0.10/litre fuel subsidy (AUTOvoucher) to EUR 0.40/litre (maintaining the maximum of 50 litres/month) for the month of March 2022.†<br><br>The support is directly provided in participating gas stations. When consumers use an eligible bank card, a corresponding AUTOvoucher benefit is credited to their bank account. In total, consumers can get a monthly benefit of 20 euro.<br><br>The AUTOvoucher scheme was ended in April 2022.</div>";Ended;2022;National;International Energy Agency;;2022;https://www.portugal.gov.pt/pt/gc22/comunicacao/noticia?i=segunda-feira-ao-abastecer-50-litros-de-combustivel-cada-consumidor-podera-contar-com-uma-reducao-de-cerca-de25-euros;;1,68371E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Diesel"",""Petroleum""]";"[""Price crisis response""]";"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
Carbon tax rise suspension;"<div>As part of its October 2021 ""Extraordinary package of measures on fuels"" enacted in response to the global energy crisis, the Portuguese government suspended the planned increase in its carbon tax on fuels from November to the end of March 2022, resulting in an effective price reduction of EUR 0.05/litre. The measure was later extended until the end of 2022.</div><div><br></div>";Ended;2021;National;International Energy Agency;2021-11-01;2022;https://www.portugal.gov.pt/pt/gc22/comunicacao/noticia?i=governo-vai-aprovar-pacote-extraordinario-de-medidas-sobre-os-combustiveis;;1,71164E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Diesel"",""Petroleum""]";"[""Price crisis response""]";"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
Support to road transport operators (freight and collective transport);"<div>As part of its October 2021 ""Extraordinary package of measures on fuels"" policy package enacted in response to the global energy crisis, the Portuguese government enacted specific support measures to the road passenger transport operators. The Environmental Fund provides EUR 0.10/litre subsidies to vehicles licensed by the Instituto da Mobilidade e dos Transportes (IMT): licensed taxis, heavy passenger vehicles of categories M2 and M3 or equivalent.†<br><br>The support provided was later increased in the framework of the March 2022 package entitled ""New measures to offset rising energy prices"", from EUR 0.10/litre to EUR 0.30/litre (with a maximum of 380 litres/month for taxis and 2100 litres/month for buses). In addition, the support scheme was extended to natural gas buses with EUR 0.30/litre subsidy (maximum of 2100 litres/ month), and support measures for freight transport companies were enacted.<br><br></div>";In force;2021;National;International Energy Agency;2021-11-04;2023;https://www.portugal.gov.pt/pt/gc22/governo/comunicado-de-conselho-de-ministros?i=452;;1,68371E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Diesel"",""Petroleum""]";"[""Price crisis response""]";"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
2022 Increase in subsidy scheme for low-carbon vehicle purchase;<div>In 2022, the Portuguese Environmental Fund support scheme is subsidising the purchase of low-emission vehicles, saw its allocation more than double relatively to the previous year (from EUR 4.5 million to EUR 10 million).</div>;In force;2022;National;International Energy Agency;2022-03-15;2022;https://files.dre.pt/2s/2022/03/051000002/0000200010.pdf;;1,68191E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Road vehicles"",""Battery electric""]";"[""Price crisis response""]";"[{""topic"":""Transport"",""family"":""Economic"",""name"":""Low-emissions and efficient transport spending programmes"",""category"":""Light-duty vehicles""}]"
2023 Energy affordability support package for businesses;"<div>The Portuguese government implemented a new round of measures to limit the impact of the global energy crisis on domestic businesses in 2023. These include :†<br><br></div><ul><li>Extraordinary regulations and compensation measures to limit electricity prices rise; and</li></ul><div><br></div><ul><li>Extraordinary subsidies to industrial companies, meant to limit natural gas price increase. The support is to be managed by the regulating entity ERSE, and will be distributed based on 80% of each company's average consumption in recent years.</li></ul><div>.<br><br></div>";In force;2023;National;International Energy Agency;;2023;https://www.portugal.gov.pt/pt/gc23/comunicacao/noticia?i=governo-faz-maior-intervencao-de-sempre-no-mercado-energetico-em-portugal;;1,67028E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];"[""Electricity generation and CHP technologies"",""Power transformation and distribution technologies""]";"[""Price crisis response""]";"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
Natural gas subsidy for consumers outside the regulated tariff system;<div>In response to the global energy price crisis, the Portuguese government implemented a specific temporary support scheme subsiding gas prices for consumers that do not benefit from previously enacted measures targeted at low-level consumers returning to a regulated tariff system.†</div><div><br></div><div>Gas consumers whose annual consumption represents more than 10,000 m3 will get a direct discount of up to EUR 40 per MWh, until the end of January 2024.</div>;In force;2023;National;International Energy Agency;2022-12-09;2024;https://dre.pt/dre/detalhe/decreto-lei/84-d-2022-204552604;;1,68501E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];[];"[""Price crisis response""]";"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
2023 incentives for decentralised renewable electricity production;<div>In 2023, the Portuguese government provides an income tax exemption for the decentralised production of renewable electricity, which is either used onsite or sold by the reinjection to the national electricity network.</div>;In force;2023;National;International Energy Agency;2022-12-30;2023;https://www.dgo.gov.pt/politicaorcamental/OrcamentodeEstado/2023/Proposta%20do%20Or%C3%A7amento/Documentos%20do%20OE/OE2023_doc16_Relatorio.pdf;;1,68381E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];[];"[""Price crisis response""]";"[{""topic"":""Power"",""family"":""Economic"",""name"":""Power generation spending programmes"",""category"":""Solar PVs""}]"
2023 Incentives for low-carbon company vehicle fleets;<div>In 2023, the Portuguese government provides a value added tax exemption to companies with vehicle fleets composed of electric, hybrid and CNG vehicles.</div>;In force;2023;National;International Energy Agency;2022-12-30;2023;https://www.dgo.gov.pt/politicaorcamental/OrcamentodeEstado/2023/Proposta%20do%20Or%C3%A7amento/Documentos%20do%20OE/OE2023_doc16_Relatorio.pdf;;1,68381E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];[];"[""Price crisis response""]";"[{""topic"":""Transport"",""family"":""Economic"",""name"":""Low-emissions and efficient transport spending programmes"",""category"":""Other""}]"
Exceptional regime allowing certain gas consumers to return to regulated tariffs;<div>In an effort to protect domestic consumers from the effects of the global energy crisis, the Portuguese government enacted in September 2022 a temporary and exceptional regime allowing final gas customers with annual consumption less than 10,000 m3 to return to the regulated tariff regime for the sale of natural gas, whose gradual phase out had been decided in 2011. This measure translates into a loss of VAT revenues for the Portuguese State.</div>;In force;2022;National;International Energy Agency;2022-09-06;;https://dre.pt/dre/detalhe/decreto-lei/57-b-2022-200734336;;1,68381E+12;"[{""iso3"":""PRT"",""name"":""Portugal""}]";[];[];"[""Price crisis response""]";"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
"COP26 ""End of Coal Sight"" initiative";<div>More than 40 countries pledged to phase out coal use for power generation at COP26, with at least 23 countries making new commitments.†No clear common target date has been agreed for these pledges. †</div>;Announced;2021;International;International Energy Agency;;;https://unfccc.int/news/end-of-coal-in-sight-at-cop26;;1,72242E+12;"[{""iso3"":""EGY"",""name"":""Egypt""},{""iso3"":""BWA"",""name"":""Botswana""},{""iso3"":""ECU"",""name"":""Ecuador""},{""iso3"":""CAN"",""name"":""Canada""},{""iso3"":""DNK"",""name"":""Denmark""},{""iso3"":""FIN"",""name"":""Finland""},{""iso3"":""FRA"",""name"":""France""},{""iso3"":""DEU"",""name"":""Germany""},{""iso3"":""HUN"",""name"":""Hungary""},{""iso3"":""IRL"",""name"":""Ireland""},{""iso3"":""ITA"",""name"":""Italy""},{""iso3"":""KOR"",""name"":""Korea""},{""iso3"":""IDN"",""name"":""Indonesia""},{""iso3"":""NLD"",""name"":""Netherlands""},{""iso3"":""NZL"",""name"":""New Zealand""},{""iso3"":""ISR"",""name"":""Israel""},{""iso3"":""POL"",""name"":""Poland""},{""iso3"":""PRT"",""name"":""Portugal""},{""iso3"":""SVK"",""name"":""Slovak Republic""},{""iso3"":""ESP"",""name"":""Spain""},{""iso3"":""BEL"",""name"":""Belgium""},{""iso3"":""GBR"",""name"":""United Kingdom""},{""iso3"":""LIE"",""name"":""Liechtenstein""},{""iso3"":""MDV"",""name"":""Maldives""},{""iso3"":""NPL"",""name"":""Nepal""},{""iso3"":""PHL"",""name"":""Philippines""},{""iso3"":""SGP"",""name"":""Singapore""},{""iso3"":""LKA"",""name"":""Sri Lanka""},{""iso3"":""MAR"",""name"":""Morocco""},{""iso3"":""VNM"",""name"":""Viet Nam""},{""iso3"":""SEN"",""name"":""Senegal""},{""iso3"":""ALB"",""name"":""Albania""},{""iso3"":""SOM"",""name"":""Somalia""},{""iso3"":""BRN"",""name"":""Brunei Darussalam""},{""iso3"":""CIV"",""name"":""Cote D'ivoire""},{""iso3"":""CHL"",""name"":""Chile""},{""iso3"":""HRV"",""name"":""Croatia""},{""iso3"":""CYP"",""name"":""Cyprus""},{""iso3"":""MUS"",""name"":""Mauritius""},{""iso3"":""KAZ"",""name"":""Kazakhstan""},{""iso3"":""AZE"",""name"":""Azerbaijan""},{""iso3"":""ZMB"",""name"":""Zambia""}]";[];"[""Coal""]";[];"[{""topic"":""Power"",""family"":""Prescriptive"",""name"":""Plan to phase-out unabated coal"",""category"":null}]"
