country;year;co2;co2_per_capita;primary_energy_consumption;population;gdp;annual_co2_tonnes;energy_available_final_consumption_ktoe;gross_available_energy_ktoe;net_energy_supply_ktoe;renewables_share_pct;public_rd_investment;private_rd_investment;clean_energy_patents;ghg_total_kt_co2eq;ghg_agriculture_kt_co2eq;ghg_buildings_kt_co2eq;ghg_dom_avi_kt_co2eq;ghg_dom_ship_kt_co2eq;ghg_energy_kt_co2eq;ghg_indirect_kt_co2eq;ghg_industry_kt_co2eq;ghg_transport_kt_co2eq;ghg_waste_kt_co2eq;
Austria;2004;77.69;9.51;422.46;8173494.00;303692480512.00;77715920.00;26806.51;33098.78;32507.51;22.55;33.53;174.04;43.45;95934.27;7590.540297210364;14426.29;105.35;53.87;18082.39125181075;327.7362367256247;27618.42225697439;23977.10199762448;3752.571558355759;
Austria;2005;79.09;9.61;431.35;8229204.00;311441129472.00;79095480.00;27342.45;34402.13;33735.64;24.35;33.60;293.69;61.85;96426.71;7464.55;14068.22182082624;106.54;53.95;18500.27910083277;334.4021980799577;27641.481047143803;24675.93022412445;3581.354022781048;
Austria;2006;76.81;9.29;425.87;8269902.00;323236888576.00;76796200.00;27769.39;34712.09;34018.89;26.28;42.40;267.24;62.97;93988.56;7491.985615736713;13751.00548844785;112.00;56.61;17527.64741965741;318.0115754027263;27798.58;23501.18;3431.5495736886587;
Austria;2007;74.11;8.93;420.07;8296949.00;336303980544.00;74092160.00;27136.89;34120.40;33384.04;28.14;31.89;369.35;97.26;91004.82;7484.711304455832;11780.96258176248;114.45;55.39;16493.54484236393;305.74211949631103;27773.40609178261;23685.24214874798;3311.38;
Austria;2008;73.49;8.83;424.56;8323250.00;342892511232.00;73466480.00;27165.09;34391.51;33654.86;28.79;71.17;341.98227860000003;94.42;90597.59;7474.865334041671;12132.14107236364;112.13;54.06;15882.14159591525;288.2240850146805;28811.007910767188;22641.82877551317;3201.195760930189;
Austria;2009;67.31;8.07;409.77;8345072.00;331119034368.00;67301760.00;26522.38;32651.03;32012.06;31.04;92.27;538.56;121.38;82997.01;7449.397465759735;11222.31680557541;109.45;55.58;14507.68509136681;265.85859750188547;24584.829340048767;21797.746480473288;3004.143287390927;
Austria;2010;72.01;8.61;421.56;8365087.00;338832261120.00;72000250.00;27768.93;34854.18;34165.93;31.21;120.98;983.2804089999998;142.01;89121.05;7648.560373590333;11509.39;106.11;57.05;17121.39939378425;266.5947066850868;26921.09774441355;22612.61762857998;2878.23;
Austria;2011;69.90;8.33;395.87;8393272.00;349713465344.00;69891710.00;26761.83;33840.09;33120.81;31.55;120.82;672.69;146.71;87329.96;7672.74;10198.07165947323;105.00;61.12;16850.38500160154;244.50948440627585;27690.82639495488;21792.26102777379;2715.04;
Austria;2012;67.27;7.98;414.40;8431598.00;352093110272.00;67260344.00;27055.07;33740.80;33041.37;32.73;120.10;954.04;213.98;83977.44;7542.045055299049;9816.61;98.58;56.05;15013.20490531653;234.8956117223807;26918.43;21739.51743217446;2558.105337274102;
Austria;2013;67.77;7.99;410.85;8481411.00;352182894592.00;67758860.00;27626.39;34136.11;33467.56;32.67;124.56;781.92;208.48;84490.33;7574.102864453212;10093.99023868196;98.01;59.39;14330.27221355343;237.6378991462013;26484.655801061683;23205.95423054516;2406.312441190903;
Austria;2014;64.17;7.51;394.89;8547812.00;354511814656.00;64158736.00;26642.59;32938.24;32270.34;33.55;143.10;770.98;232.58;80820.64;7678.505778215042;8984.46;94.87;66.15;12403.67259926015;220.9145905706942;26336.721786759823;22749.22846309857;2286.119396687668;
Austria;2015;66.36;7.68;396.38;8644037.00;358108266496.00;66357780.00;27278.88;33741.88;33027.98;33.50;128.41400000000002;758.84;196.18;82261.71;7677.302498817868;9454.06;95.44;67.92;13443.60117473614;211.7115198349302;25892.997083503466;23260.61526055925;2158.068660311954;
Austria;2016;67.22;7.69;409.65;8737920.00;365232717824.00;67218740.00;27964.86;34209.39;33429.29;33.37;140.89;540.27;144.24;82700.76900008779;7680.288427226361;9703.39;93.85;70.44;12989.37043469253;211.63545904382485;25757.382120008228;24093.30574756429;2101.109288900402;
Austria;2017;69.60;7.91;417.57;8798780.00;373481668608.00;69601480.00;28186.94;34824.87;34070.05;33.14;139.34;539.15;135.80850174446152;84857.67;7576.059092768083;9888.98;89.42;73.83;14421.85334272086;207.40138962196747;25940.47226996962;24653.88295996825;2005.7751754836504;
Austria;2018;66.56;7.53;408.40;8841652.00;382540021760.00;66566510.00;27892.29;34028.13;33184.81;33.78;144.06;570.4312158428571;135.80850174446152;81792.61;7439.029984387136;9032.85;93.49;80.38;13099.89310381339;197.50908525166668;25034.54839079639;24892.35073427928;1922.563140211984;
Austria;2019;67.95;7.65;427.96;8880875.00;388344676352.00;67951230.00;28339.59;34783.00;33808.52;33.76;99.14093333333334;570.4312158428571;135.80850174446152;83134.23;7404.064980565311;9277.68;77.43;89.67;13223.10216096578;190.7613924390676;26067.10161099456;24933.44;1870.97;
Austria;2020;62.18;6.97;400.14;8921402.00;363281088512.00;62179828.00;27093.93;32303.73;31971.27;36.55;99.14093333333334;570.4312158428571;135.80850174446152;76972.66;7358.215485659834;9284.22;50.08;24.73;11602.22948865155;167.90;24843.58499159105;21833.40438396989;1808.29;
Austria;2021;65.76;7.33;406.03;8967053.00;379835219968.00;65751344.00;28593.99;34170.48;33753.84;34.64;99.14093333333334;570.4312158428571;135.80850174446152;80078.09;7304.296498160332;10183.65389999458;49.32;37.74;12434.35596720369;169.82249574799172;25516.15503392156;22598.56354387221;1784.191705022904;
Austria;2022;61.49;6.78;379.77;9064679.00;398815395840.00;61454140.00;26937.71;32737.09;32112.50;34.06;99.14093333333334;570.4312158428571;135.80850174446152;76079.22;7311.058764864222;8555.86;54.43;65.95;11289.96640297795;156.31861074896753;25695.71485664249;21227.67094717623;1722.247567085949;
Austria;2023;58.58;6.42;384.81;9130434.00;352929401370.9474;56908956.00;26026.66;32025.55;31151.03;41.60;99.14093333333334;570.4312158428571;135.80850174446152;71596.34239015605;7212.18;7550.39;55.47;67.75;10164.51893280643;142.52217457998117;24292.45608168768;20436.84035109654;1674.21;
Belgium;2004;128.78;12.36;764.62;10421298.00;372499152896.00;128811736.00;42120.70;67378.24;58450.34;1.92;144.17;81.97;37.94;147119.6645083512;10405.37108360526;31462.20067508711;12.71;466.7232599835735;25357.24159062011;385.9365365351286;47603.50;26474.00928781441;4633.806012447375;
Belgium;2005;125.64;11.99;756.12;10478883.00;380840050688.00;125657690.00;41622.61;66918.79;58129.45;2.33;144.17;60.96;30.74;143915.4808762462;10190.193779280606;30998.51287091101;10.23;730.30;25950.980439033257;367.6080610202617;45527.03129054167;25734.04794305745;4406.580827192418;
Belgium;2006;123.88;11.74;758.24;10548446.00;390874955776.00;123900460.00;40286.97;66882.99;57412.59;2.66;144.17;83.60;29.38;140468.9293019188;10039.342226284258;28657.31490140734;10.85;472.85;25507.24925310524;350.83;44789.35241828424;26404.73260148104;4236.407870134237;
Belgium;2007;120.48;11.34;763.47;10625490.00;404721958912.00;120493400.00;38804.55;66853.04;56304.58;3.14;94.26;163.30;50.43;137895.0115174656;10028.15817648292;25317.58544683276;11.78;492.80;25248.60975914068;337.00967949185747;44990.02985912531;27222.02939788446;4247.012397018339;
Belgium;2008;120.18;11.22;775.73;10709710.00;408290525184.00;120204350.00;41696.26;69018.71;58074.46;3.61;144.17;198.70;63.54;139585.5402703938;9943.486592443003;29446.191091570232;13.64;488.47;23820.52068129206;327.37;44108.00422909713;27295.97481709949;4141.890897742996;
Belgium;2009;107.78;9.97;715.85;10812936.00;399489957888.00;107806790.00;39787.38;63630.86;55350.65;4.75;144.17;261.64;79.79;132052.1679043465;10048.479281661925;27475.30326096657;13.02;413.49;22284.65510154852;312.2827867006511;40941.05;26552.70945280261;4011.177719832456;
Belgium;2010;114.49;10.47;764.72;10936620.00;411261698048.00;114562660.00;42983.42;68269.49;59297.75;6.00;56.09;282.36;84.32;140495.0056161885;10148.083951344472;29944.88744549456;14.57;490.63;23303.975271184318;313.1786565036628;46784.00646293214;25640.43093176788;3855.246479806327;
Belgium;2011;105.10;9.52;713.59;11038627.00;420934221824.00;105158970.00;39617.58;63388.11;55177.13;6.30;150.85;250.33;93.61;129905.0117724795;10027.09102158802;24622.21333537811;15.19;470.36;20469.72259767312;287.7656066448078;45078.08;25262.07616521185;3672.524187131105;
Belgium;2012;102.44;9.22;684.92;11107524.00;424045838336.00;102486240.00;39175.14;60382.38;52993.13;7.09;210.80;224.57;114.29;128058.8538097864;9883.835705841731;25856.51113142815;14.26;455.76;19586.376310272863;277.9301661398633;44045.43847824411;24511.92;3426.826329135626;
Belgium;2013;102.76;9.21;701.93;11160277.00;425993273344.00;102815960.00;41361.59;62641.59;55212.25;7.67;194.76;164.43;84.92;129231.4693462307;9693.29;28230.58072595407;14.57;465.39;17798.22667520266;275.2425294029221;45454.61706586899;24003.17;3296.396792003343;
Belgium;2014;97.03;8.66;650.87;11210111.00;432717692928.00;97080950.00;39728.55;59003.45;52292.30;8.04;166.84300000000002;209.13;82.87709111299999;122512.0315587464;9743.100137759531;22465.860063369368;13.33;443.84;16576.778026600085;260.2730432327181;45562.60;24257.15865720193;3189.0957786279487;
Belgium;2015;101.28;8.98;657.45;11275332.00;441551454208.00;101327496.00;40975.58;59503.33;52236.17;8.06;161.25;175.50;79.17652014699999;127192.41;9877.809415775297;25342.10748499681;14.57;431.41;17447.151179909335;259.2615113637055;44763.42764270781;25931.65;3125.03;
Belgium;2016;99.74;8.80;709.51;11332704.00;447144493056.00;99816290.00;40922.96;63147.20;55044.28;8.74;164.50;176.67101599999998;84.78;126103.1205245019;9818.420873580297;25245.22425340444;11.47;418.34;16176.112366993097;251.6426571556683;45473.601855761095;25645.35;3062.9605319552093;
Belgium;2017;99.19;8.72;716.06;11376583.00;454386384896.00;99282190.00;40674.92;63923.92;54849.07;9.14;159.67;79.46674300000001;70.44545667753846;124080.5771191492;9539.582722730109;25068.93046863477;12.09;425.39;16043.265998423372;239.3089346522968;44674.88084492163;25041.00910501887;3036.120263865944;
Belgium;2018;100.16;8.76;714.23;11428609.00;462533263360.00;100256370.00;41095.64;63991.35;53022.95;9.47;82.69;172.3294605357143;70.44545667753846;124696.7165338976;9704.179892582615;24779.48967012137;13.02;417.77;16270.43091821832;231.7837503584408;45210.48685753425;25130.27532717026;2939.28;
Belgium;2019;99.68;8.68;738.43;11490622.00;472898011136.00;99798730.00;40087.42;64307.10;54405.23;9.93;144.17;172.3294605357143;70.44545667753846;124392.6119180804;9676.081530432404;24312.07097237521;12.09;393.24;16750.802836760435;220.1540918231706;45246.79371251865;24831.78947167496;2949.59;
Belgium;2020;91.23;7.91;664.01;11540103.00;447544098816.00;91254550.00;38245.77;57821.56;50246.69;13.00;144.17;172.3294605357143;70.44545667753846;115672.1225290942;9657.027966278323;23874.02680075727;10.54;387.51;15829.78479222019;197.9319041428764;42222.91386878121;20608.58625542057;2883.804563241801;
Belgium;2021;94.89;8.20;738.35;11570842.00;474995851264.00;94928070.00;40996.10;64174.93;55087.80;13.02;144.17;172.3294605357143;70.44545667753846;119521.4178010664;9458.359917619666;25248.07;10.85;387.51;14828.127963023246;205.4579015319327;43874.54134208655;22773.85789872552;2734.648006781876;
Belgium;2022;89.00;7.65;694.49;11641813.00;489678405632.00;88914970.00;37112.62;59730.66;50333.05;13.83;144.17;172.3294605357143;70.44545667753846;111988.3823663153;9185.42;21299.98853951336;11.16;393.26;15112.406288062297;187.0278679483099;40327.27822754056;22957.97617705486;2513.866241641094;
Belgium;2023;83.37;7.12;642.06;11712894.00;429600067799.5789;84703360.00;36585.54;55904.20;47223.85;14.67;144.17;172.3294605357143;70.44545667753846;107226.2636040419;8905.547719023201;20660.88127098295;10.54;371.28;12570.973266838206;172.66102366672948;38773.78376679723;23365.07435023791;2395.527131431311;
Bulgaria;2004;49.62;6.40;217.92;7749431.00;83228672000.00;49537290.00;9984.24;19082.77;18811.20;9.23;148.03507420736724;4.90;3.03;64062.47;5292.87;2546.1800268155303;59.02;0.00;26897.20740893818;184.54;17089.38167490311;6992.57;5000.70;
Bulgaria;2005;50.69;6.59;236.09;7695047.00;89684787200.00;50600356.00;10513.70;20193.87;19892.42;9.17;148.03507420736724;0.32;1.10;64977.38;5000.989247745511;2541.0410543756298;40.38;0.00;26888.18957025178;190.94;17355.79;7833.95;5126.10;
Bulgaria;2006;51.92;6.80;240.70;7640290.00;96404594688.00;51837492.00;10927.89;20796.80;20510.57;9.42;148.03507420736724;7.683134916666667;2.50;66251.88;4842.99;2794.52;74.56;0.00;27064.96482677854;194.42;17867.38250048577;8232.84;5180.20;
Bulgaria;2007;55.75;7.35;232.64;7586895.00;104058200064.00;55669220.00;10737.80;20403.12;20168.80;9.10;148.03507420736724;7.683134916666667;4.70;70034.19353034231;4942.85;2464.80;46.22;0.00;30496.28100670736;196.66;18743.76;7911.1175674632195;5154.80;
Bulgaria;2008;54.11;7.18;230.22;7535590.00;110900338688.00;54025910.00;10740.20;20157.85;19823.90;10.35;148.03507420736724;19.77;9.33;66924.76;4726.5892565471095;2202.47;40.28;0.00;30724.82258305289;187.85;15492.50488897369;8377.577587981079;5172.66;
Bulgaria;2009;45.84;6.12;202.11;7488018.00;107365072896.00;45750250.00;9228.80;17777.00;17419.00;12.01;148.03507420736724;5.05;2.98;58664.13;4941.72;1952.37;71.26;0.00;27935.73594416538;165.21;10367.71882346488;8018.35;5211.77;
Bulgaria;2010;47.90;6.44;211.47;7437594.00;109045211136.00;47815700.00;9238.94;18012.37;17748.48;13.93;148.03507420736724;1.37;3.07;61639.71;4823.60;2146.79;46.47;0.00;29915.450527012523;171.87;11459.84585366168;7823.5831200822595;5252.10;
Bulgaria;2011;53.21;7.21;224.61;7380021.00;109435363328.00;53120460.00;9669.72;19275.50;19030.57;14.15;148.03507420736724;3.61;8.20;67301.94;4889.73;2417.32;65.06;0.00;34549.85958690282;173.12;11939.85631531226;7975.69;5291.30;
Bulgaria;2012;48.36;6.61;213.43;7317021.00;110261510144.00;48276560.00;9599.23;18458.68;18231.77;15.84;148.03507420736724;12.07;8.44;62435.32;5294.96;2378.83;34.08;0.00;29824.86657000221;163.88790759517002;11236.41756193638;8287.84;5214.44;
Bulgaria;2013;42.73;5.88;198.11;7264606.00;109643522048.00;42582988.00;9173.03;17175.49;16926.06;18.90;148.03507420736724;8.06;4.333333403999999;57046.42;5356.00;2083.39;37.18;0.00;25764.76400814954;149.84;11220.77424194055;7332.17;5102.29;
Bulgaria;2014;45.25;6.27;211.55;7223451.00;110703534080.00;45169064.00;9495.22;17955.62;17704.74;18.05;148.03507420736724;8.64;3.47;60525.74;6219.65;1802.96;27.89;0.00;27536.43656215759;157.64;11647.75494851356;8219.41;4913.99;
Bulgaria;2015;48.20;6.72;224.68;7177516.00;114498609152.00;48127124.00;10065.15;18767.78;18504.38;18.26;148.03507420736724;18.34;7.00;62718.58;5722.81;1954.7169848506696;40.28;0.00;28340.478333222884;162.93;12532.42964986436;9011.09;4953.840883998279;
Bulgaria;2016;45.42;6.37;213.12;7127436.00;117979078656.00;45343750.00;10039.89;18371.37;18081.02;18.76;148.03507420736724;7.26;3.00;60308.89;6352.37;1999.01;58.86;0.00;25016.28;159.18;12659.848997395473;9110.85;4952.487375801789;
Bulgaria;2017;47.52;6.72;218.17;7075639.00;121237946368.00;47445844.00;10269.86;19015.83;18697.79;18.70;148.03507420736724;2.8101000000000003;4.70;62568.289887658495;6261.92;2065.68;62.11;0.00;26383.739006194228;160.13;13414.297360090291;9252.24;4968.17;
Bulgaria;2018;43.58;6.20;218.81;7024746.00;124492857344.00;43503330.00;10381.90;18943.77;18605.59;20.58;148.03507420736724;7.683134916666667;4.70;59359.61;6112.13;1894.83;52.84;0.00;23034.72155005591;154.52;13764.85159066402;9470.00;4875.72;
Bulgaria;2019;42.27;6.06;211.55;6975467.00;129520074752.00;42194980.00;10151.36;18748.77;18434.75;21.55;148.03507420736724;7.683134916666667;4.70;57793.55;6212.52;1846.82;21.72;0.00;21390.16;151.19;13750.41695125495;9614.76;4805.97;
Bulgaria;2020;36.64;5.29;195.37;6933654.00;124392792064.00;36571028.00;10183.20;17798.37;17576.06;23.32;148.03507420736724;7.683134916666667;4.70;52582.54;6451.61;1860.97;11.68;0.00;17397.94281877939;137.39;12906.067640234787;9046.35;4770.53;
Bulgaria;2021;42.43;6.17;221.90;6877222.00;133889810432.00;42365030.00;10823.27;19370.94;19121.85;19.39;148.03507420736724;7.683134916666667;4.70;59171.94;6372.63;2145.02;15.26;0.37;21615.011834479108;148.25;14476.75611283165;9727.81;4670.83;
Bulgaria;2022;46.97;6.88;229.48;6825863.00;138390159360.00;46931790.00;10265.61;19635.77;19348.53;19.08;148.03507420736724;7.683134916666667;4.70;62743.20;6155.67;1645.70;24.00;0.50;26196.667826596316;150.57;14209.15675666626;9732.08;4628.86;
Bulgaria;2023;36.09;5.31;199.27;6795804.00;112901691284.21053;34500948.00;9991.58;17393.09;17090.57;23.15;148.03507420736724;7.683134916666667;4.70;49664.66566955693;6123.83;1376.07;17.55;0.46;15138.63810269754;123.40;12449.51681139934;9964.29;4470.91;
Croatia;2004;22.86;5.30;110.54;4310054.00;69483831296.00;22852690.00;7637.19;9681.04;9587.28;23.40;148.03507420736724;4.31;1.67;29222.18;3024.498398846051;4353.59;36.41;92.68;5098.50;93.62;9730.74;5165.6338949378005;1626.52;
Croatia;2005;23.30;5.40;109.29;4313946.00;73522774016.00;23295552.00;7841.93;9850.91;9739.80;23.69;148.03507420736724;0.32;0.13;29284.97;3017.041499496733;4413.73;36.41;102.27;5114.52;95.45216615818568;9630.04;5360.02;1515.48;
Croatia;2006;23.50;5.45;107.95;4315802.00;78256431104.00;23496198.00;7834.13;9795.04;9686.87;22.67;148.03507420736724;4.9813127999999995;0.03;29715.12;3115.978788724152;4129.94;39.58;105.46;5071.12;95.15;9805.44;5711.154412100919;1641.31;
Croatia;2007;24.81;5.75;108.46;4315957.00;83591430144.00;24801760.00;7918.54;10181.54;10065.76;22.16;148.03507420736724;2.28;0.60;31259.69;3018.961902111093;3802.83;39.58;108.66;5984.27;98.96;10397.39824064395;6144.13;1664.91;
Croatia;2008;23.52;5.45;107.86;4314634.00;86620962816.00;23515656.00;8022.91;9939.75;9812.48;21.99;148.03507420736724;4.9813127999999995;1.00;30125.976194390903;2942.758981029458;3895.27;39.58;135.04;5391.28;95.16;9846.74;6054.68;1725.4640972450002;
Croatia;2009;21.76;5.05;106.49;4310537.00;81451696128.00;21752318.00;7703.48;9570.16;9473.44;23.60;148.03507420736724;0.51;0.17;28301.26;2661.731239370033;3959.27;36.41;148.26;4576.04;91.47984455101373;9016.33;6005.41;1806.33;
Croatia;2010;20.99;4.88;108.26;4301152.00;81303797760.00;20978134.00;7727.57;9477.76;9372.25;25.10;148.03507420736724;4.9813127999999995;1.4918003901666665;27834.61;2619.977606188763;4050.12;30.08;118.10;4246.79;85.76370401639439;9039.13;5795.99;1848.66;
Croatia;2011;20.62;4.82;94.45;4280827.00;82302803968.00;20614658.00;7473.52;9284.12;9156.65;25.39;148.03507420736724;5.15;2.31;27543.73;2741.960635940921;3790.91;33.24;119.38;4472.02;83.42569300512801;8730.62;5674.57;1897.59;
Croatia;2012;19.06;4.47;87.60;4259234.00;80383803392.00;19050020.00;7092.84;8728.92;8614.75;26.76;148.03507420736724;4.66;1.20;25994.74;2927.798534793989;3467.30;30.08;113.31;4054.32;77.71641682806508;7941.70;5471.94;1910.57;
Croatia;2013;18.41;4.34;96.07;4242404.00;80064094208.00;18401342.00;7007.47;8559.52;8434.86;28.04;148.03507420736724;2.99;2.50;25586.72;2897.042198443174;3309.20;30.08;124.64;3840.0154429241497;76.82033504855373;7895.03;5543.71;1870.20;
Croatia;2014;17.66;4.19;96.01;4219485.00;79720243200.00;17649938.00;6671.97;8156.19;8030.51;27.82;148.03507420736724;4.9813127999999995;1.4918003901666665;24945.31;2864.955865873195;2997.88;30.08;137.42;3251.8786628551898;72.42049497781142;8209.36;5477.08;1904.23;
Croatia;2015;17.80;4.26;91.02;4183732.00;81731108864.00;17793892.00;7016.57;8508.43;8387.91;28.97;148.03507420736724;2.12;1.00;25577.708941718098;2935.8427514999257;3248.59;32.93;131.03;3311.96;73.96322055485996;8167.19;5795.48;1880.73;
Croatia;2016;18.09;4.37;94.73;4136438.00;84640153600.00;18079278.00;7049.52;8583.01;8454.60;28.27;148.03507420736724;3.12;2.29;26112.556698966902;3106.2576365785008;3302.2412909474497;33.24;134.22;3569.02;73.17513895975013;7953.65;6008.79;1931.96;
Croatia;2017;18.72;4.59;94.78;4079198.00;87528488960.00;18713126.00;7328.46;8888.24;8734.02;27.28;148.03507420736724;4.9813127999999995;1.4918003901666665;26788.04;3059.710981879471;3319.11;31.98;141.57;3157.56;75.47425176886134;8549.02;6479.19;1974.43;
Croatia;2018;17.70;4.40;98.16;4024868.00;89979863040.00;17694512.00;7169.21;8696.79;8491.65;28.05;148.03507420736724;4.9813127999999995;1.4918003901666665;25711.67;2964.0236175234577;3225.48;32.29;150.84;2614.94;70.21031551061199;8506.945131365941;6229.78;1917.16;
Croatia;2019;17.83;4.47;95.81;3986338.00;93057982464.00;17820422.00;7289.79;8814.05;8589.51;28.47;148.03507420736724;4.9813127999999995;1.4918003901666665;26010.89;2997.995596154541;3125.02;32.30;156.91;2883.7047733425898;70.33622554050027;8456.20;6399.62;1888.79;
Croatia;2020;16.88;4.27;91.38;3953957.00;85073362944.00;16870106.00;6964.50;8323.13;8248.78;31.02;148.03507420736724;4.9813127999999995;1.4918003901666665;25434.961931381506;3073.562465457013;3202.01;16.78;128.47;2871.80;64.47716130679117;8554.56;5628.85;1894.45;
Croatia;2021;17.41;4.44;98.31;3924607.00;96194363392.00;17402972.00;7300.98;8718.18;8596.10;31.29;148.03507420736724;4.9813127999999995;1.4918003901666665;25537.99;2901.292505842225;3365.02;22.48;149.88;2967.42;66.67580776701519;8267.41;6063.94;1733.86;
Croatia;2022;17.61;4.51;93.17;3907031.00;102284648448.00;17585164.00;6912.12;8526.92;8322.11;28.09;148.03507420736724;4.9813127999999995;1.4918003901666665;25394.74;2567.564271312468;3191.09;25.96;154.61;3278.00;65.49577273606995;7809.22;6543.01;1759.79;
Croatia;2023;17.52;4.50;101.16;3896024.00;84062728407.57895;18467598.00;7221.55;8865.41;8642.86;28.09;148.03507420736724;4.9813127999999995;1.4918003901666665;26802.40850272853;2422.78;3053.75;30.39;149.49;3262.84;64.78448723485849;8592.42;7389.57;1836.38;
Cyprus;2004;7.79;7.65;31.23;1017877.00;21975894016.00;7787102.00;1489.41;2567.62;2202.15;3.07;0.34208324999999995;10.82;2.38;9123.84;547.01;561.1056226720946;0.00;0.00;3317.58;35.50;2470.03;2012.11;495.09;
Cyprus;2005;7.96;7.68;34.99;1036156.00;23006189568.00;7951671.00;1492.14;2835.35;2241.95;3.13;0.34208324999999995;13.066020461538463;7.56;9233.54;504.39;566.30;0.00;0.00;3527.70;33.20;2049.34;2051.25;501.37;
Cyprus;2006;8.19;7.76;34.41;1054425.00;24267407360.00;8183131.00;1577.22;2940.85;2331.69;3.26;0.34208324999999995;21.65;4.90;9352.05;522.38;691.95;0.00;0.00;3605.46;31.46;1954.54;2038.78;507.48;
Cyprus;2007;8.50;7.93;34.99;1072726.00;25673703424.00;8475067.00;1667.79;3038.35;2463.16;4.00;0.34208324999999995;11.86;2.67;9665.15;504.40;670.23;0.00;0.00;3790.57;32.96;1972.49;2172.90;521.61;
Cyprus;2008;8.72;7.99;35.86;1091028.00;26913613824.00;8691636.00;1793.15;3173.39;2620.61;5.13;0.34208324999999995;15.17;4.26;9876.66;501.28;648.22;0.00;0.00;3963.35;32.47;1980.57;2214.50;536.28;
Cyprus;2009;8.47;7.64;35.00;1109377.00;26682212352.00;8437988.00;1732.28;3063.64;2567.44;5.92;0.34208324999999995;6.72;2.67;9683.68;493.51;651.32;0.00;0.00;4011.74;31.19;1728.74;2215.02;552.17;
Cyprus;2010;8.10;7.18;34.06;1127825.00;27285555200.00;8071821.00;1694.00;2945.15;2476.30;6.16;0.34208324999999995;6.49;1.29;9353.51;504.20;595.39;0.00;0.00;3853.78;30.41;1535.26;2262.70;571.76;
Cyprus;2011;7.79;6.79;33.73;1146492.00;27627898880.00;7792363.00;1626.45;2910.18;2403.87;6.25;0.34208324999999995;1.37;1.36;9136.70;509.41;653.26;0.00;0.00;3717.52;27.84;1444.06;2194.47;590.14;
Cyprus;2012;7.26;6.23;31.61;1165402.00;26675451904.00;7261668.00;1519.77;2735.81;2262.44;7.11;0.34208324999999995;9.94;3.50;8603.97;496.97;624.33;0.00;0.00;3527.65;25.90;1305.38;2020.58;603.16;
Cyprus;2013;6.58;5.56;28.28;1183899.00;24918237184.00;6578171.00;1386.03;2440.43;1955.96;8.43;0.34208324999999995;14.14;4.50;7924.58;478.60;550.26;0.00;0.00;2811.72;22.53;1624.55;1815.25;621.68;
Cyprus;2014;6.95;5.79;28.29;1201807.00;24475580416.00;6929789.00;1410.44;2477.12;2003.34;9.14;0.03;15.96;6.100000054000001;8339.71;494.31;498.97;0.00;0.00;2912.19;21.52;2002.83;1769.42;640.46;
Cyprus;2015;6.97;5.72;29.18;1219504.00;25312503808.00;6952477.00;1437.82;2541.86;2054.54;9.90;0.10;11.58;2.07;8406.48;492.82;557.16;0.00;0.00;3009.91;22.12;1838.43;1838.64;647.39;
Cyprus;2016;7.38;5.96;31.74;1237116.00;26976335872.00;7349926.00;1513.18;2750.32;2188.57;9.83;0.2437779699999999;13.066020461538463;3.6047966417499997;8828.70;516.68;556.34;0.00;0.00;3267.83;24.00;1857.13;1952.66;654.07;
Cyprus;2017;7.51;5.98;32.60;1254273.00;28523085824.00;7469282.00;1590.24;2826.81;2259.85;10.48;0.51;12.57;3.6047966417499997;9032.95;537.47;566.35;5.85;2.07;3272.11;25.72;1939.23;2018.11;666.04;
Cyprus;2018;7.32;5.76;32.46;1270743.00;30134013952.00;7324203.00;1634.29;2902.44;2308.40;13.87;0.34208324999999995;13.066020461538463;3.6047966417499997;8934.44;555.01;495.17;5.61;2.16;3311.42;25.58;1828.14;2030.37;680.99;
Cyprus;2019;7.34;5.71;32.49;1286669.00;31800246272.00;7324482.00;1663.13;2903.47;2315.13;13.78;0.34208324999999995;13.066020461538463;3.6047966417499997;8976.870059992201;568.33;573.21;4.15;2.81;3258.51;25.75;1812.76;2050.36;680.99;
Cyprus;2020;7.02;5.39;28.28;1302250.00;30409793536.00;6903173.00;1568.35;2558.57;2187.78;16.88;0.34208324999999995;13.066020461538463;3.6047966417499997;8612.908414731199;618.92;541.20;4.38;1.15;2996.55;24.90;1963.13;1786.12;676.56;
Cyprus;2021;7.17;5.44;29.84;1317312.00;32428679168.00;6950782.00;1622.71;2662.04;2251.76;19.07;0.34208324999999995;13.066020461538463;3.6047966417499997;8756.34;617.79;511.43;4.82;2.64;3071.81;25.52;1921.23;1917.65;683.44;
Cyprus;2022;7.20;5.41;31.67;1331376.00;34255009792.00;7070778.00;1669.54;2859.17;2306.33;19.43;0.34208324999999995;13.066020461538463;3.6047966417499997;9055.43;586.19;540.65;9.31;4.46;3101.71;25.43;2205.98;1890.81;689.25;
Cyprus;2023;7.17;5.33;32.10;1344979.00;27333758544.842106;7188089.00;1682.81;2844.68;2306.26;20.21;0.34208324999999995;13.066020461538463;3.6047966417499997;9107.764356390022;585.77;483.85;8.38;5.83;3056.07;24.38;2207.34;1981.90;754.24;
Czechia;2004;128.29;12.50;527.83;10261454.00;208725901312.00;128313656.00;28281.40;45985.51;45697.24;6.77;5.07;78.44;15.67;156294.9694035957;8587.237756422815;16637.97;133.23;19.13;69179.53;428.6259182985766;40763.65;15913.32676546958;4632.28;
